Source,Target,Weight
希希,残次品,2
希希,肮脏,2
希希,疮疤,1
希希,明确要求,1
希希,贿赂,1
希希,整包,1
希希,涉及,1
希希,非法,1
希希,无情,1
希希,揭开,1
希希,现场,1
希希,调查,1
希希,抽丝剥茧,1
希希,查明,1
希希,违法,1
希希,链条,1
希希,生产线,1
希希,检测,1
希希,控,1
希希,无疑,1
希希,热议,1
希希,表面,1
希希,摇身一变,1
希希,挑选,2
纸制品,销售,10
纸制品,里,6
纸制品,翻新,5
纸制品,黑色,1
纸制品,行业,1
纸制品,西希,1
纸制品,车间,1
纸制品,记者,1
纸制品,订货,1
纸制品,顺利,1
纸制品,见到,1
纸制品,违法,2
纸制品,非法,1
纸制品,链条,1
纸制品,表面,2
订货,记者,6
订货,负责人,3
订货,需求,2
刘总,订货,3
刘总,见到,4
刘总,负责人,5
刘总,说,4
刘总,废品,3
刘总,流出,4
刘总,对此,3
刘总,生意,3
刘总,打通,3
刘总,安,3
刘总,睡裤,3
刘总,网店,3
刘总,告诉,6
刘总,记者,8
刘总,挑选,3
刘总,卫生用品,3
刘总,原材料,4
刘总,回收,7
刘总,料,5
刘总,精彩,1
刘总,生活,1
刘总,息息相关,1
刘总,工业,1
刘总,垃圾,2
刘总,崭新,1
刘总,得意,1
刘总,设计,1
刘总,防火墙,1
刘总,这位,1
刘总,靠着,1
刘总,打点,1
刘总,工厂,1
刘总,班长,1
刘总,口罩,1
刘总,液体,1
刘总,挑出来,1
刘总,脏,1
刘总,点儿,1
刘总,没事,1
刘总,顺利,1
刘总,总,1
刘总,残次品,1
刘总,生产,1
刘总,时,2
刘总,神态,1
刘总,轻松,1
刘总,破损,1
刘总,污渍,1
刘总,斑斑,1
刘总,变形,1
刘总,带,2
刘总,参观,1
刘总,包装,2
刘总,流向,1
刘总,狡黠,1
刘总,只称,1
刘总,市场,1
刘总,过程,1
刘总,犹豫,1
刘总,片刻,1
刘总,纸尿裤,1
刘总,那位,1
刘总,行业,1
刘总,暗处,1
刘总,黑色,1
刘总,曝光,1
刘总,查处,1
刘总,斩断,1
废品,说,3
废品,纸尿裤,6
废品,生产厂家,7
废品,购买,3
废品,暗访,1
废品,源头,1
废品,背后,1
废品,惊人,1
废品,黑幕,1
废品,透露,1
废品,竟,2
废品,暗藏玄机,1
废品,销毁,1
废品,流入,1
废品,杂牌,1
废品,这批,1
废品,纸制品,4
废品,有限公司,2
废品,打着,2
废品,正规,2
废品,方应,2
废品,管理,2
废品,规范,2
废品,流程,2
废品,确保,2
废品,残次,2
废品,料,2
废品,翻新,1
废品,生产,1
废品,营生,1
废品,触目惊心,1
废品,空间,1
废品,粗略,1
废品,百吨,1
生产厂家,纸尿裤,7
生产厂家,购买,4
生产厂家,竟,1
生产厂家,生产线,4
生产厂家,生意,1
生产厂家,销毁,2
生产厂家,营生,1
残次品,纸尿裤,9
残次品,生产厂家,9
残次品,购买,4
残次品,生产,14
残次品,生产线,11
残次品,淘汰,11
残次品,负责,4
残次品,销毁,22
残次品,知名品牌,3
残次品,过程,2
残次品,瑕疵品,1
残次品,环保,1
残次品,物理,2
残次品,粉碎,2
残次品,确保,2
残次品,流入,4
残次品,第三,1
残次品,纸制品,2
残次品,涉及,2
残次品,质疑,1
残次品,管理,2
残次品,车间,1
残次品,里,2
残次品,经历,1
残次品,荒诞,1
残次品,涉事,1
残次品,追回,1
残次品,重新制定,1
残次品,质量,1
残次品,炸,1
残次品,翻新,13
残次品,济宁,1
残次品,行业,6
残次品,规范,6
残次品,流出,5
残次品,这位,1
残次品,运出,1
残次品,消费者,2
残次品,竟,1
残次品,这家,1
残次品,谋取,1
残次品,监管,2
残次品,没,1
残次品,苏菲,1
残次品,脏乱,1
残次品,环境,1
残次品,深思,2
残次品,轻易,2
残次品,随意,2
残次品,销售,2
残次品,黑心,3
残次品,流通,1
残次品,点名,2
残次品,网上,1
残次品,说,1
残次品,私下,1
残次品,漏洞,1
残次品,踢皮球,1
残次品,这场,1
残次品,闭环,1
残次品,牟利,1
残次品,源头,1
残次品,赤手,1
残次品,血渍,1
残次品,缺失,1
残次品,流向,1
残次品,流血,1
残次品,黑作坊,1
残次品,第一次,1
残次品,知名,1
残次品,监守自盗,1
残次品,途径,1
残次品,符合,1
残次品,网络覆盖,1
残次品,监管部门,1
残次品,长时间,1
残次品,监督,1
残次品,污渍,1
残次品,破损,1
下脚料,纸尿裤,3
下脚料,生产厂家,4
下脚料,购买,4
下脚料,残次品,15
下脚料,生产,11
下脚料,垃圾,14
下脚料,厂区,3
下脚料,记者,3
下脚料,厂家,4
下脚料,生产线,10
下脚料,淘汰,9
下脚料,切碎,6
下脚料,流出,6
下脚料,收购,4
下脚料,刘总,1
下脚料,介绍,1
下脚料,本应,2
下脚料,销毁,2
下脚料,回收,2
下脚料,价格低,2
下脚料,规范,2
下脚料,企业,2
下脚料,可希希,2
下脚料,二次,1
下脚料,包装,1
下脚料,随意,1
下脚料,搜罗,1
下脚料,仓库,1
下脚料,堆积如山,1
厂区,残次品,3
厂区,生产,6
厂区,垃圾,3
厂区,记者,3
厂区,打包,3
厂区,紧闭,1
厂区,执法,1
厂区,队员,1
厂区,翻入,1
厂区,将门,1
厂区,打开,1
厂区,厂房,1
厂区,弥漫着,1
完好,拽,3
完好,麦,3
完好,酷酷,3
完好,拉拉,3
完好,挑选,1
完好,记者,1
完好,挑出,1
完好,污渍,1
完好,破损,1
完好,纸尿裤,1
酷酷,麦,6
酷酷,震惊,1
刘总说,拉拉,3
刘总说,裤,3
刘总说,自由,3
刘总说,点,3
260,裤,3
260,自由,3
260,点,3
260,刘总说,3
260,元到,8
260,元,15
260,一吨,7
260,翻新,2
260,行业,1
260,乱,1
260,企业,2
260,梁山,2
260,希希,2
260,纸制品,2
260,有限公司,2
260,吨,6
260,价格,3
260,多个,1
260,知名品牌,1
260,暴力,1
260,公司,2
260,低价,3
260,下脚料,2
260,垃圾,2
260,回收,3
260,价格低,2
260,黑心,2
260,厂家,2
260,超低,2
260,收走,2
260,简单,2
260,废品,1
260,变,1
260,7000,1
260,本该,1
260,销毁,1
260,残次品,1
260,黑作坊,1
260,工人,1
260,负责人,1
260,坦言,1
260,每吨,1
260,淘汰,1
260,合格,1
260,产品,1
元到,自由,3
元到,点,3
元到,刘总说,3
元到,行业,1
元到,垃圾,2
元到,回收,2
元到,工人,2
元到,负责人,1
元到,坦言,1
元到,每吨,1
元到,淘汰,1
元到,合格,1
1400,点,3
1400,刘总说,3
1400,260,11
1400,元到,8
1400,元,11
1400,一吨,7
1400,价格,5
1400,收购,6
1400,乱,1
1400,企业,1
1400,希希,3
1400,纸制品,2
1400,有限公司,2
1400,吨,3
1400,低价,5
1400,知名品牌,1
1400,暴力,1
1400,公司,1
1400,回收,2
1400,价格低,2
1400,工人,2
1400,徒手,2
1400,坦言,1
1400,每吨,1
1400,买,1
1400,正规,1
1400,合格,1
1400,产品,1
一吨,元到,7
一吨,元,8
一吨,价格,4
一吨,收购,5
一吨,正规,4
一吨,企业,4
一吨,翻新,7
一吨,市场,4
一吨,倒卖,7
一吨,七八千元,7
一吨,利润,4
一吨,之高,4
一吨,令人,4
一吨,惊讶,4
一吨,变,1
一吨,新货,1
一吨,天价,1
一吨,行业,1
一吨,规范,1
一吨,工人,2
一吨,徒手,2
一吨,分拣,2
一吨,出,2
一吨,二等品,2
一吨,简单,2
一吨,高价,2
一吨,仓库,2
一吨,里,2
一吨,低价,1
一吨,希希,1
一吨,公司,1
一吨,竟能,1
一吨,卖,1
一吨,暴利,1
一吨,背后,1
一吨,消费者,1
一吨,权益,1
收购,正规,8
收购,销毁,9
收购,知名品牌,1
收购,残次品,7
收购,纸制品,1
收购,有限公司,1
收购,纸尿裤,4
收购,生产,1
收购,简单,1
收购,竟,1
收购,暗藏玄机,1
收购,生产厂家,4
收购,生产线,2
收购,淘汰,2
收购,本应,4
收购,晚会,1
收购,曝光,1
收购,翻新,1
收购,竟能,1
原本,收购,5
原本,正规,6
原本,销毁,7
原本,合格,8
原本,挑出,5
原本,员工,2
原本,流通渠道,1
原本,知名,1
原本,残次品,2
原本,责任,2
原本,工作人员,1
原本,私下,1
原本,未经,1
销毁,黑心,2
销毁,黑作坊,1
挑出,销毁,6
挑出,污渍,6
挑出,破损,6
挑出,正,1
挑出,里,2
挑出,纸尿裤,2
挑出,放入,1
挑出,教,1
挑出,放心,1
挑出,骗假,1
挑出,本应,1
挑出,百吨,1
挑出,流入,1
挑出,线下,1
挑出,渠道,1
挑出,销售,1
形状,销毁,5
形状,挑出,5
形状,污渍,5
形状,破损,5
形状,挑出来,1
形状,打碎,1
二等品,形状,6
二等品,完整,5
二等品,污渍,6
二等品,破损,6
二等品,工业,4
二等品,垃圾,15
二等品,挑选,12
二等品,品牌,7
二等品,婴儿,4
二等品,纸尿裤,9
二等品,自由,5
二等品,点,4
二等品,女性,4
二等品,刘总,3
二等品,告诉,3
二等品,记者,3
二等品,剩下,5
二等品,生财,3
二等品,办法,3
二等品,生产,5
二等品,挑出来,6
二等品,流入,5
二等品,市场,7
二等品,销售,6
二等品,工人,4
二等品,徒手,4
二等品,接触,1
二等品,货物,1
二等品,包括,1
二等品,护垫,1
二等品,系列,1
二等品,商家,1
二等品,购买,1
二等品,残次,1
二等品,点安,1
二等品,睡裤,1
二等品,换个,1
二等品,售卖,3
二等品,销售额,1
二等品,高达,1
二等品,更差,1
二等品,踩,1
二等品,脚底,1
二等品,收购,1
二等品,残次品,2
二等品,分拣,4
二等品,后以,2
二等品,粉碎,1
二等品,成,2
二等品,原料,1
二等品,翻,1
二等品,拣出,1
二等品,残片,1
二等品,未,1
二等品,消毒,1
二等品,流水线,1
二等品,手工,1
二等品,名义,1
二等品,倒卖,3
二等品,吨,1
二等品,出,2
二等品,简单,2
二等品,翻新,2
二等品,喷枪,1
二等品,去污,1
二等品,粗糙,1
二等品,工序,1
二等品,包装,3
二等品,合格品,1
二等品,带,1
二等品,血渍,1
二等品,混着,1
二等品,烟头,1
二等品,口罩,1
二等品,几家,1
二等品,卖,2
二等品,打碎,2
二等品,分离,1
二等品,销毁,1
二等品,合格,1
二等品,产品,1
二等品,挑出,2
二等品,利益,1
二等品,驱使,1
二等品,工作人员,1
二等品,完好,1
二等品,电商,1
二等品,客户,1
二等品,点名,1
二等品,采购,1
二等品,公示,1
二等品,系统,1
二等品,希希,1
倒卖,挑选,6
倒卖,翻新,7
倒卖,市场,5
倒卖,利润,4
倒卖,声明,1
倒卖,工业,1
倒卖,垃圾,2
倒卖,多个,1
倒卖,品牌,1
倒卖,直播间,1
倒卖,停播,1
倒卖,元,2
倒卖,天价,2
倒卖,行业,1
倒卖,规范,1
倒卖,厂家,1
倒卖,淘汰,1
倒卖,后以,1
倒卖,名义,1
倒卖,吨,2
倒卖,利润率,2
倒卖,高达,1
倒卖,高价,2
倒卖,里,2
倒卖,工人,2
倒卖,简陋,2
倒卖,超,1
倒卖,更,1
倒卖,原本,1
倒卖,销毁,1
倒卖,残次品,2
倒卖,内部人员,1
倒卖,曝光,1
倒卖,梁山,2
倒卖,销售,1
倒卖,网络覆盖,1
倒卖,全国,1
倒卖,暗地,1
倒卖,正规,1
倒卖,监管部门,1
倒卖,污渍,1
倒卖,破损,1
倒卖,剩下,1
七八千元,挑选,5
七八千元,翻新,7
七八千元,市场,4
七八千元,倒卖,7
七八千元,利润,4
七八千元,之高,4
七八千元,令人,4
七八千元,后以,1
七八千元,二等品,3
七八千元,名义,1
七八千元,吨,1
七八千元,利润率,1
七八千元,高达,1
七八千元,出,2
七八千元,简单,2
七八千元,高价,2
七八千元,仓库,2
七八千元,竟能,1
七八千元,卖,1
七八千元,暴利,1
七八千元,背后,1
七八千元,消费者,1
之高,倒卖,4
之高,利润,4
之高,令人,4
之高,惊讶,4
之高,希希,3
之高,纸制品,3
之高,纸尿裤,1
之高,生产,1
惊讶,纸制品,3
惊讶,里,3
惊讶,纸尿裤,1
惊讶,生产,1
桌上,里,3
桌上,裤,3
敲打,里,5
敲打,方,3
敲打,桌上,3
敲打,裤,4
敲打,蓬松,7
敲打,纸尿裤,1
敲打,生产,1
敲打,简单,1
敲打,脏乱,1
敲打,环境,1
敲打,无视,1
敲打,简陋,2
敲打,条件,2
敲打,裤使,2
敲打,装入,1
蓬松,裤,4
蓬松,记者,3
蓬松,这批,3
蓬松,裤使,2
蓬松,随意,2
蓬松,装入,1
状态,裤,3
状态,蓬松,3
状态,记者,3
状态,这批,3
状态,销售,1
状态,领域,1
状态,等待,1
状态,驳回,1
状态,自然人,1
分属,这批,3
分属,婴儿,3
分属,拉拉,3
分属,裤,3
分属,母婴,3
分属,用品,3
分属,品牌,3
分属,嫚,3
嫚,母婴,3
嫚,用品,3
嫚,熙,11
嫚,记者,3
嫚,有麦,4
嫚,酷酷,7
嫚,自由,7
嫚,点,7
嫚,米菲,6
嫚,震惊,1
嫚,涉及,1
嫚,麦,3
嫚,风口浪尖,1
熙,用品,3
熙,记者,3
熙,行业,3
熙,酷酷,8
熙,自由,7
熙,米菲,6
熙,麦,2
亿孕婴,品牌,3
亿孕婴,嫚,4
亿孕婴,熙,4
亿孕婴,记者,3
亿孕婴,行业,3
亿孕婴,规范,3
亿孕婴,正规,3
亿孕婴,内裤,1
亿孕婴,爆雷,1
亿孕婴,商丘市,1
切碎,残次品,11
切碎,生产,5
切碎,垃圾,6
切碎,流出,8
切碎,对此,3
切碎,刘总,4
切碎,规范,3
切碎,厂家,3
切碎,淘汰,3
切碎,这位,1
切碎,生产线,2
切碎,可希希,3
切碎,正规,3
切碎,员工,2
切碎,原本,2
切碎,合格,2
切碎,运出来,1
切碎,行业,1
切碎,明确要求,1
切碎,销毁,4
切碎,希希,1
切碎,贿赂,1
切碎,品牌,2
切碎,挑出来,2
切碎,黑心,2
切碎,超低,2
切碎,打碎,1
切碎,发现,1
切碎,质量,1
切碎,达标,1
切碎,方式,1
切碎,绝不会,1
切碎,本应,1
切碎,私下,1
切碎,未经,1
切碎,流入,1
流出,生产,6
流出,淘汰,5
流出,这位,1
流出,靠着,1
流出,生意,1
流出,生产厂家,1
流出,轻易,2
流出,行业,2
流出,规范,2
流出,生产线,2
流出,负责人,3
打通,生意,3
打通,这条,1
打通,链,1
打通,环节,1
打通,计划,1
打通,负责人,3
打通,称,3
打通,私下,1
上市公司,内部,5
上市公司,关系,5
上市公司,国内,6
上市公司,市场,3
上市公司,挂,3
上市公司,钩,3
上市公司,记者,3
上市公司,调查,3
上市公司,企业,2
上市公司,挂钩,3
上市公司,利益输送,2
上市公司,监管,2
上市公司,漏洞,2
上市公司,负责人,1
上市公司,刘总竟,1
上市公司,声称,1
上市公司,暗示,1
上市公司,行业,1
上市公司,潜规则,1
挂,钩,3
挂,记者,3
挂,调查,3
挂,过程,3
挂,柠檬,2
挂,更,1
挂,热,1
挂,搜,1
挂,真,1
挂,蜜雪,1
挂,挡箭牌,1
挂,高位,1
挂,翻新,1
挂,过期,1
采购商,长时间,1
前来,调查,3
前来,过程,3
前来,采购商,3
前来,采购,3
前来,米菲,3
前来,品牌,3
采购,采购商,3
采购,销售,1
米菲,采购商,3
米菲,采购,3
米菲,纸尿裤,3
米菲,苏菲,9
米菲,负责,2
米菲,销毁,2
米菲,麦,2
米菲,酷酷,2
Babycare,采购商,3
Babycare,前来,3
Babycare,采购,3
Babycare,米菲,10
Babycare,品牌,6
Babycare,婴儿,3
Babycare,纸尿裤,3
Babycare,二等品,3
Babycare,自由,8
Babycare,点,8
Babycare,嫚,6
Babycare,熙,7
Babycare,全棉,9
Babycare,时代,9
Babycare,苏菲,9
Babycare,翻新,1
Babycare,没用过,1
Babycare,他家,1
Babycare,家,1
Babycare,湿,1
Babycare,资本,1
Babycare,狂欢,1
Babycare,大牌,1
Babycare,曝,1
Babycare,医疗,1
Babycare,废料,1
Babycare,麦,3
Babycare,酷酷,3
Babycare,众多,2
Babycare,知名品牌,2
Babycare,中,1
Babycare,亿孕婴,1
Babycare,婴,2
Babycare,中亿孕,1
Babycare,消费者,1
生财,车间,3
生财,里,3
堆满,车间,3
堆满,里,3
堆满,纸尿裤,3
堆满,生产,3
不乏,堆满,3
不乏,纸尿裤,3
不乏,生产,3
不乏,垃圾,3
不乏,全棉,3
不乏,时代,3
不乏,苏菲,3
不乏,知名品牌,3
打碎,苏菲,3
打碎,知名品牌,3
打碎,木浆,6
打碎,高分子,4
打碎,污染,1
打碎,生产,1
打碎,挑,2
打碎,流入,2
打碎,流出,1
打碎,混着,1
打碎,烟头,1
打碎,重造,1
打碎,贴上,1
打碎,敢,1
打碎,挑选,1
打碎,烟盒,1
打碎,杂物,1
分离,知名品牌,3
分离,垃圾,8
分离,打碎,8
分离,木浆,6
分离,吸水,5
分离,高分子,5
分离,树脂,4
分离,挑,2
分离,剩下,3
分离,成,3
分离,原材料,2
分离,流入,2
分离,流出,1
分离,卫生用品,1
分离,口罩,1
分离,杂物,1
木浆,高分子,5
木浆,树脂,5
几种,木浆,5
几种,吸水,4
几种,高分子,4
几种,树脂,4
几种,卫生用品,5
几种,原材料,5
几种,刘总,3
几种,国家,1
几种,垃圾,1
几种,打碎,1
几种,分离,1
几种,流入,1
料,记者,5
料,纸尿裤,6
料,机器,5
料,生产,12
料,流入,11
料,母婴,1
料,残次,10
料,翻新,8
料,涉及,1
料,调查,2
料,说,1
料,牌子,1
料,透露,1
料,晚会,1
料,知名品牌,4
料,竟,1
料,销售,3
料,材料,1
料,膜,1
料,没想到,1
料,有人,1
料,粉碎,1
料,高,2
料,知名度,2
料,消费者,2
料,非法,4
料,涉事,2
料,这一,2
料,流程,2
料,确保,2
料,渠道,2
料,配合,2
料,违规,1
料,此类,1
料,颇受欢迎,1
挑出来,生产,5
挑出来,流入,5
挑出来,销售,5
挑出来,烟灰,1
挑出来,液体,1
挑出来,说,1
挑出来,脏,1
挑出来,点儿,1
挑出来,看麻,2
挑出来,正规,2
挑出来,残次品,2
挑出来,销毁,2
挑出来,黑心,2
挑出来,贩子,1
流入,销售,5
流入,生产,16
流入,粉碎,2
流入,销毁,4
流入,确保,3
流入,第三,1
流入,白皮,1
流入,致病菌,1
流入,源源不断,1
流入,济宁,1
流入,闭环,1
流入,这一,2
流入,流程,2
流入,非法,2
流入,渠道,3
流入,配合,2
流入,调查,2
流入,集市,1
流入,精准,1
流入,经济,1
流入,翻新,3
流入,经销商,2
流入,知名,2
流入,责任,1
流入,消费者,2
流入,皮肤过敏,1
流入,环境,1
流入,规范,1
流入,绝不会,1
流入,马俊哲,1
流入,质量,1
流入,里,2
流入,竟,1
流入,淘汰,1
流入,颇受欢迎,1
调查组,部门,6
调查组,赶赴现场,5
调查组,雷霆,1
调查组,赶赴,1
济宁,销售,4
济宁,纸尿裤,5
济宁,高度重视,5
济宁,翻新,3
济宁,计划,1
济宁,源源不断,1
济宁,西希,1
济宁,纸制品,3
济宁,销毁,1
济宁,涉及,1
济宁,迅速行动,1
济宁,调查,1
济宁,第一,1
市委,纸尿裤,5
市委,济宁,6
市委,市政府,6
市委,高度重视,5
市委,成立,5
市委,调查,1
市委,当晚,1
市委,第一,1
市委,时间,1
市政府,纸尿裤,5
市政府,济宁,6
市政府,高度重视,5
市政府,成立,6
市政府,当晚,1
市政府,第一,1
市政府,时间,1
成立,济宁,5
成立,高度重视,5
成立,用户,1
成立,渴望,1
成立,胖,1
成立,生产,1
成立,肯定,1
成立,第一,1
成立,时间,1
公安,成立,6
公安,市场监管,6
公安,卫生,6
公安,部门,6
公安,联合,6
公安,调查组,5
公安,第一,5
公安,精锐,1
公安,力量,1
依法,调查组,5
依法,第一,4
依法,时间,4
依法,赶赴现场,4
依法,涉事,5
依法,查封,5
依法,控制,4
依法,联合,1
依法,抵达,1
依法,现场,1
依法,实施,1
查封,赶赴现场,4
查封,涉事,11
查封,负责人,6
查封,相关,5
查封,翻新,12
查封,涉及,2
查封,知名品牌,1
查封,现场,2
查封,连夜,1
查封,讲事会,1
查封,视频,1
工作组,相关,4
工作组,情况,4
工作组,核查,4
工作组,省,4
工作组,赶赴现场,5
工作组,指导,4
工作组,调查,5
工作组,进一步,1
工作组,流通,1
工作组,火速,1
指导,核查,4
指导,省,4
指导,赶赴现场,4
指导,调查,5
指导,济宁市,4
指导,提供,1
指导,确保,1
处置,工作组,5
处置,赶赴现场,5
处置,指导,5
处置,调查,5
处置,工作,5
处置,济宁市,4
处置,深刻,4
处置,火速,1
处置,提供,1
举一反三,工作,4
举一反三,济宁市,4
举一反三,深刻,5
举一反三,吸取教训,5
举一反三,全市,5
举一反三,联合,5
举一反三,婴儿,5
举一反三,纸尿裤,5
举一反三,以此,1
举一反三,契机,1
全市,济宁市,4
全市,深刻,5
全市,吸取教训,5
全市,联合,5
全市,婴儿,5
全市,纸尿裤,5
全市,生产,5
全市,契机,1
专项,婴儿,5
专项,纸尿裤,5
专项,生产,5
专项,经营,5
专项,整治,5
专项,排查,5
专项,隐患,5
专项,严厉打击,4
专项,行业,1
排查,生产,5
排查,经营,5
排查,整治,5
排查,隐患,5
排查,违法行为,4
排查,确保,4
排查,行业,1
排查,源头,1
排查,销售,1
排查,终端,1
排查,此类,1
排查,无所遁形,1
张昕怡,确保,3
张昕怡,翻新,3
张昕怡,记者,3
有麦,用过,3
有麦,涉及,4
有麦,翻新,4
有麦,酷酷,4
有麦,自由,4
有麦,点,4
中亿孕,米菲,6
中亿孕,全棉,5
中亿孕,时代,4
中亿孕,苏菲,4
中亿孕,婴,6
中亿孕,超市,3
中亿孕,购买,3
中亿孕,内裤,1
中亿孕,爆雷,1
中亿孕,点,2
中亿孕,嫚,2
中亿孕,熙,2
中亿孕,麦,1
中亿孕,酷酷,1
中亿孕,自由,1
婴,时代,5
婴,苏菲,4
婴,超市,3
婴,购买,3
婴,电商,3
婴,爆雷,1
婴,徒手,1
婴,嫚,2
婴,熙,2
婴,麦,1
婴,酷酷,1
婴,米菲,2
婴,点,1
用脏,要死,1
用脏,还给,1
用脏,老娘,1
用脏,翻新,1
365,一年,1
365,天,1
365,月,1
365,翻新,1
365,心安,1
365,消费者,1
365,朴素,1
365,愿望,1
365,天都,1
365,强度,1
365,无良,1
365,一阵风,1
365,吹过,1
365,拉倒,1
365,现实,1
365,证明,1
365,长治,1
365,久安,1
作坊,商家,2
作坊,生产,2
作坊,内裤,2
作坊,类产品,2
作坊,详尽,2
作坊,评测,2
作坊,需求,2
作坊,近日,1
作坊,曝光,1
作坊,地下,1
作坊,收取,1
作坊,工业,1
作坊,垃圾,1
作坊,翻新,1
详尽,需求,2
评测,详尽,2
评测,需求,4
废料,翻新,3
废料,时代,1
废料,挑选,1
废料,徒手,2
废料,曝,1
废料,造,1
废料,纸尿裤,2
废料,翻,1
废料,拣出,1
废料,沾,1
废料,暗红,1
废料,斑块,1
废料,扔进,1
废料,机,1
废料,机器,1
废料,生产,2
废料,高出,1
废料,每吨,1
废料,黑作坊,1
废料,近,1
废料,收购,1
废料,简单,1
废料,敲打,1
废料,蓬松,1
废料,无视,1
废料,粉碎,1
废料,料,1
废料,次品,1
废料,斩断,1
废料,灰色,1
废料,链,1
废料,流血,1
徒手,挑选,1
徒手,接触,1
徒手,货物,1
徒手,爆雷,1
徒手,灭菌,4
徒手,维修,2
徒手,翻新,3
徒手,纸尿裤,2
徒手,翻,1
徒手,拣出,1
徒手,运出,1
徒手,过程,2
徒手,操作,2
徒手,里,2
徒手,翻找,1
徒手,污水,1
徒手,横流,1
徒手,正,1
徒手,挑出,1
徒手,简单,2
徒手,有限公司,1
徒手,生产,7
徒手,材料,1
徒手,本应,1
徒手,销毁,1
徒手,残次品,1
徒手,粗糙,1
徒手,环境,3
徒手,消毒,3
徒手,措施,3
徒手,脏乱,1
徒手,接连,1
徒手,曝光,1
货物,里,1
点安,购买,1
点安,自由,2
点安,睡裤,2
点安,网店,1
更差,销售额,1
更差,高达,1
更差,踩,1
更差,脚底,1
更差,烟盒,1
脚底,踩,1
烟盒,踩,1
烟盒,脚底,1
烟盒,生产,1
烟盒,肮脏,1
真该,翻新,1
斯,真该,1
斯,翻新,1
反胃,小众,1
反胃,词汇,1
反胃,看得,1
反胃,直,1
反胃,小米,1
反胃,雷,1
反胃,总,1
没事儿,翻新,1
没事儿,脏点,1
没事儿,灭菌,1
汇总,翻新,1
汇总,知名,1
维修,茶壶,2
维修,食品卫生,1
维修,骚扰,1
维修,领域,1
维修,试图,1
维修,罗兰,1
维修,虚假,1
刺客,徒手,2
刺客,灭菌,2
刺客,维修,6
刺客,啄木鸟,4
刺客,开个,1
刺客,水龙头,1
刺客,力量,1
刺客,改变,1
刺客,热,1
刺客,搜,1
刺客,无处,1
刺客,遁形,1
刺客,斤,1
刺客,虾仁,1
刺客,罗兰,1
刺客,甜,1
刺客,家庭,1
啄木鸟,灭菌,2
啄木鸟,维修,13
啄木鸟,开个,1
啄木鸟,水龙头,1
啄木鸟,收费,1
啄木鸟,洗,2
啄木鸟,茶壶,2
啄木鸟,漏勺,2
啄木鸟,汤勺,2
啄木鸟,学,2
啄木鸟,多事,1
啄木鸟,虾仁,2
啄木鸟,电子,1
啄木鸟,贷款,1
啄木鸟,翻新,5
啄木鸟,爆雷,1
啄木鸟,家庭,3
啄木鸟,晚会,1
啄木鸟,思密达,2
啄木鸟,团团,2
啄木鸟,饭,2
啄木鸟,微博,2
啄木鸟,说,1
啄木鸟,道理,1
啄木鸟,连续,1
啄木鸟,道歉,1
啄木鸟,立正,1
啄木鸟,挨打,1
啄木鸟,型,1
啄木鸟,平台,2
啄木鸟,放弃,2
啄木鸟,期待,1
啄木鸟,称,1
啄木鸟,斤,1
啄木鸟,甜,1
啄木鸟,虚假,1
开个,维修,2
开个,水龙头,1
开个,收费,1
水龙头,维修,1
收费,维修,1
收费,水龙头,1
收费,虾仁,1
收费,零件,1
收费,高价,1
收费,更换,1
收费,洗衣机,1
收费,电脑板,1
收费,达,1
保水,水龙头,1
保水,收费,1
保水,元,1
保水,虾仁,6
保水,磷酸盐,1
保水,超标,1
保水,商家,1
保水,多事,1
保水,内裤,1
保水,啄木鸟,2
保水,电子,3
保水,贷款,2
保水,获客,1
保水,维修,2
保水,晚会,2
保水,曝光,2
保水,签,2
保水,刺客,1
保水,斤,1
保水,消费者,1
保水,生产商,1
保水,超量,1
虾仁,超标,2
虾仁,超量,5
虾仁,贷款,2
虾仁,过期,1
磷酸盐,虾仁,2
磷酸盐,超标,2
磷酸盐,超量,1
磷酸盐,签,1
保水剂,超标,1
保水剂,商家,3
保水剂,超量,4
保水剂,添加,4
保水剂,包冰,4
保水剂,增重,4
保水剂,电子,1
保水剂,签,1
保水剂,虾仁,6
保水剂,斤,2
保水剂,生产商,1
保水剂,导致,1
包冰,商家,3
包冰,超量,4
包冰,添加,4
包冰,增重,4
包冰,电子,1
包冰,签,1
包冰,高利贷,1
包冰,斤,2
包冰,虾仁,3
包冰,生产商,1
包冰,导致,1
包冰,磷酸盐,1
增重,超量,4
增重,添加,4
增重,电子,1
增重,签,1
增重,高利贷,1
增重,砍头,1
增重,斤,2
增重,虾仁,3
增重,导致,1
增重,磷酸盐,1
电子,签,8
电子,高利贷,4
电子,砍头,2
电子,账号,1
电子,虾仁,4
电子,贷款,2
电子,获客,1
电子,百度,1
电子,近,1
电子,秒,1
电子,骚扰电话,1
电子,背后,1
电子,磷酸盐,1
电子,超标,1
电子,默许,1
签,高利贷,4
签,账号,1
签,虾仁,2
签,贷款,1
签,近,1
签,骚扰电话,1
签,背后,1
签,超标,1
签,默许,1
签,虚假,1
砍头,签,2
砍头,高利贷,1
息,电子,2
息,签,2
息,高利贷,1
息,砍头,1
息,放款,1
放款,砍头,1
放款,电子,2
放款,签,2
放款,账号,1
放款,虾仁,1
放款,活人,1
人假,息,1
人假,电子,1
人假,签,1
人假,放款,1
人假,账号,1
